Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)	Function [CC]
A0ABW1UCI4	A0ABW1UCI4_9LACO	DUF1934 domain-containing protein	ACFQH1_00760	Lactiplantibacillus daoliensis	146			
A0ABW1UCI5	A0ABW1UCI5_9LACO	Beta-glucosidase	ACFQH1_00295	Lactiplantibacillus daoliensis	758	GO:0004553; GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	
A0ABW1UCI9	A0ABW1UCI9_9LACO	CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-)	ACFQH1_01190	Lactiplantibacillus daoliensis	231	GO:0004175; GO:0080120	endopeptidase activity [GO:0004175]; CAAX-box protein maturation [GO:0080120]	
A0ABW1UCJ8	A0ABW1UCJ8_9LACO	Bacterial archaeo-eukaryotic release factor family 6 domain-containing protein	ACFQH1_00795	Lactiplantibacillus daoliensis	377			
A0ABW1UCK0	A0ABW1UCK0_9LACO	DUF4868 domain-containing protein	ACFQH1_00370	Lactiplantibacillus daoliensis	388			
A0ABW1UCK3	A0ABW1UCK3_9LACO	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family	ACFQH1_01280	Lactiplantibacillus daoliensis	356			
A0ABW1UCL4	A0ABW1UCL4_9LACO	YbhB/YbcL family Raf kinase inhibitor-like protein	ACFQH1_00445	Lactiplantibacillus daoliensis	169			
A0ABW1UCL6	A0ABW1UCL6_9LACO	Extracellular protein, membrane-anchored	ACFQH1_01355	Lactiplantibacillus daoliensis	112			
A0ABW1UCL7	A0ABW1UCL7_9LACO	YtpR family tRNA-binding protein	ytpR ACFQH1_01390	Lactiplantibacillus daoliensis	213	GO:0000049	tRNA binding [GO:0000049]	
A0ABW1UCM6	A0ABW1UCM6_9LACO	Alpha/beta hydrolase	ACFQH1_00045	Lactiplantibacillus daoliensis	183			
A0ABW1UCM7	A0ABW1UCM7_9LACO	Bacteriocin immunity protein	ACFQH1_01055	Lactiplantibacillus daoliensis	91	GO:0030153	bacteriocin immunity [GO:0030153]	
A0ABW1UCM9	A0ABW1UCM9_9LACO	Metallophosphoesterase family protein	ACFQH1_01015	Lactiplantibacillus daoliensis	277	GO:0005737; GO:0016791	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]	
A0ABW1UCN1	A0ABW1UCN1_9LACO	Ribonuclease G	ACFQH1_01465	Lactiplantibacillus daoliensis	111			
A0ABW1UCN3	A0ABW1UCN3_9LACO	ParA family protein	ACFQH1_00005	Lactiplantibacillus daoliensis	266			
A0ABW1UCP0	A0ABW1UCP0_9LACO	ParA family protein	ACFQH1_00130	Lactiplantibacillus daoliensis	261			
A0ABW1UCP3	A0ABW1UCP3_9LACO	Exopolyphosphatase	ACFQH1_00605	Lactiplantibacillus daoliensis	307			
A0ABW1UCQ0	A0ABW1UCQ0_9LACO	HTH domain-containing protein	ACFQH1_00095	Lactiplantibacillus daoliensis	190			
A0ABW1UCQ4	A0ABW1UCQ4_9LACO	Lipoprotein	ACFQH1_01215	Lactiplantibacillus daoliensis	143			
A0ABW1UCQ5	A0ABW1UCQ5_9LACO	Metal ABC transporter ATP-binding protein	ACFQH1_00680	Lactiplantibacillus daoliensis	230	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
A0ABW1UCQ6	A0ABW1UCQ6_9LACO	Sensor histidine kinase (EC 2.7.13.3)	ACFQH1_01165	Lactiplantibacillus daoliensis	462	GO:0004673; GO:0042802	identical protein binding [GO:0042802]; protein histidine kinase activity [GO:0004673]	
A0ABW1UCQ8	A0ABW1UCQ8_9LACO	MFS transporter	ACFQH1_01545	Lactiplantibacillus daoliensis	450	GO:0005886; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	
A0ABW1UCQ9	A0ABW1UCQ9_9LACO	Class I SAM-dependent DNA methyltransferase	ACFQH1_01510	Lactiplantibacillus daoliensis	245			
A0ABW1UCR5	A0ABW1UCR5_9LACO	Nuclear transport factor 2 family protein	ACFQH1_01295	Lactiplantibacillus daoliensis	123			
A0ABW1UCR9	A0ABW1UCR9_9LACO	DUF2187 domain-containing protein	ACFQH1_01250	Lactiplantibacillus daoliensis	81			
A0ABW1UCS0	A0ABW1UCS0_9LACO	Lipoate--protein ligase family protein	ACFQH1_00755	Lactiplantibacillus daoliensis	269	GO:0009249; GO:0016740; GO:0140096	catalytic activity, acting on a protein [GO:0140096]; transferase activity [GO:0016740]; protein lipoylation [GO:0009249]	
A0ABW1UCS6	A0ABW1UCS6_9LACO	ABC transporter permease	ACFQH1_01370	Lactiplantibacillus daoliensis	401	GO:0016020	membrane [GO:0016020]	
A0ABW1UCT2	A0ABW1UCT2_9LACO	UPF0342 protein ACFQH1_01330	ACFQH1_01330	Lactiplantibacillus daoliensis	114			
A0ABW1UCT4	A0ABW1UCT4_9LACO	MFS transporter	ACFQH1_00290	Lactiplantibacillus daoliensis	402	GO:0005886; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	
A0ABW1UCT5	A0ABW1UCT5_9LACO	Rhodanese-like domain-containing protein	ACFQH1_01695	Lactiplantibacillus daoliensis	137			
A0ABW1UCT6	A0ABW1UCT6_9LACO	Lipoprotein	ACFQH1_01660	Lactiplantibacillus daoliensis	216			
A0ABW1UCU7	A0ABW1UCU7_9LACO	Aldehyde dehydrogenase family protein	ACFQH1_00245	Lactiplantibacillus daoliensis	456	GO:0016491	oxidoreductase activity [GO:0016491]	
A0ABW1UCU8	A0ABW1UCU8_9LACO	HTH domain-containing protein	ACFQH1_00365	Lactiplantibacillus daoliensis	435			
A0ABW1UCU9	A0ABW1UCU9_9LACO	Alpha/beta family hydrolase	ACFQH1_01050	Lactiplantibacillus daoliensis	237	GO:0016787	hydrolase activity [GO:0016787]	
A0ABW1UCV0	A0ABW1UCV0_9LACO	Ribosome biogenesis GTPase YqeH	yqeH ACFQH1_01485	Lactiplantibacillus daoliensis	378	GO:0005525	GTP binding [GO:0005525]	
A0ABW1UCV1	A0ABW1UCV1_9LACO	TetR/AcrR family transcriptional regulator	ACFQH1_01775	Lactiplantibacillus daoliensis	209	GO:0003677	DNA binding [GO:0003677]	
A0ABW1UCV9	A0ABW1UCV9_9LACO	WxL domain-containing protein	ACFQH1_00330	Lactiplantibacillus daoliensis	252			
A0ABW1UCW0	A0ABW1UCW0_9LACO	Integral membrane protein	ACFQH1_00440	Lactiplantibacillus daoliensis	303			
A0ABW1UCW1	A0ABW1UCW1_9LACO	Large ribosomal subunit protein bL32	rpmF ACFQH1_01525	Lactiplantibacillus daoliensis	59	GO:0003735; GO:0006412; GO:0015934	large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0ABW1UCW2	A0ABW1UCW2_9LACO	Deoxynucleoside kinase	ACFQH1_01125	Lactiplantibacillus daoliensis	215	GO:0005524; GO:0005737; GO:0019136	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]	
A0ABW1UCX0	A0ABW1UCX0_9LACO	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	rpiA ACFQH1_00405	Lactiplantibacillus daoliensis	225	GO:0004751; GO:0005829; GO:0006014; GO:0009052	cytosol [GO:0005829]; ribose-5-phosphate isomerase activity [GO:0004751]; D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	
A0ABW1UCX2	A0ABW1UCX2_9LACO	HD domain-containing protein	ACFQH1_01600	Lactiplantibacillus daoliensis	168			
A0ABW1UCX3	A0ABW1UCX3_9LACO	dUTP diphosphatase (EC 3.6.1.23)	ACFQH1_01735	Lactiplantibacillus daoliensis	179	GO:0004170	dUTP diphosphatase activity [GO:0004170]	
A0ABW1UCX4	A0ABW1UCX4_9LACO	Response regulator transcription factor	ACFQH1_01560	Lactiplantibacillus daoliensis	228	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	
A0ABW1UCX5	A0ABW1UCX5_9LACO	Heavy metal-binding domain-containing protein	ACFQH1_01200	Lactiplantibacillus daoliensis	92			
A0ABW1UCY1	A0ABW1UCY1_9LACO	Thiamine diphosphokinase (EC 2.7.6.2)	ACFQH1_01925	Lactiplantibacillus daoliensis	214	GO:0004788; GO:0005524; GO:0006772; GO:0009229; GO:0030975	ATP binding [GO:0005524]; thiamine binding [GO:0030975]; thiamine diphosphokinase activity [GO:0004788]; thiamine diphosphate biosynthetic process [GO:0009229]; thiamine metabolic process [GO:0006772]	
A0ABW1UCY4	A0ABW1UCY4_9LACO	Glycosyl transferase family 1	ACFQH1_00480	Lactiplantibacillus daoliensis	543	GO:0005975	carbohydrate metabolic process [GO:0005975]	
A0ABW1UCY8	A0ABW1UCY8_9LACO	VOC family protein	ACFQH1_01290	Lactiplantibacillus daoliensis	154			
A0ABW1UCZ3	A0ABW1UCZ3_9LACO	LiaF transmembrane domain-containing protein	ACFQH1_01635	Lactiplantibacillus daoliensis	235			
A0ABW1UCZ9	A0ABW1UCZ9_9LACO	Glycosyltransferase family 8 protein	ACFQH1_00675	Lactiplantibacillus daoliensis	282	GO:0016757	glycosyltransferase activity [GO:0016757]	
A0ABW1UD01	A0ABW1UD01_9LACO	GDSL-type esterase/lipase family protein	ACFQH1_01755	Lactiplantibacillus daoliensis	354			
A0ABW1UD02	A0ABW1UD02_9LACO	Cation:proton antiporter	ACFQH1_00565	Lactiplantibacillus daoliensis	387	GO:0008324; GO:0015297; GO:0016020; GO:1902600	membrane [GO:0016020]; antiporter activity [GO:0015297]; monoatomic cation transmembrane transporter activity [GO:0008324]; proton transmembrane transport [GO:1902600]	
A0ABW1UD03	A0ABW1UD03_9LACO	ABC transporter ATP-binding protein	ACFQH1_01365	Lactiplantibacillus daoliensis	245	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
A0ABW1UD12	A0ABW1UD12_9LACO	Type II toxin-antitoxin system HicB family antitoxin	ACFQH1_02085	Lactiplantibacillus daoliensis	127			
A0ABW1UD15	A0ABW1UD15_9LACO	Type II toxin-antitoxin system PemK/MazF family toxin	ACFQH1_00640	Lactiplantibacillus daoliensis	110	GO:0003677; GO:0004521; GO:0006402; GO:0016075	DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]; rRNA catabolic process [GO:0016075]	
A0ABW1UD16	A0ABW1UD16_9LACO	Primosomal protein DnaI	dnaI ACFQH1_01440	Lactiplantibacillus daoliensis	311	GO:0006260	DNA replication [GO:0006260]	
A0ABW1UD17	A0ABW1UD17_9LACO	HD domain-containing protein	ACFQH1_00750	Lactiplantibacillus daoliensis	448	GO:0006203; GO:0008832	dGTPase activity [GO:0008832]; dGTP catabolic process [GO:0006203]	
A0ABW1UD20	A0ABW1UD20_9LACO	ABC transporter permease	ACFQH1_02045	Lactiplantibacillus daoliensis	252	GO:0016020; GO:0140359	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]	
A0ABW1UD31	A0ABW1UD31_9LACO	UvrD-helicase domain-containing protein	ACFQH1_00715	Lactiplantibacillus daoliensis	604	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0016787; GO:0043138	cytosol [GO:0005829]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; recombinational repair [GO:0000725]	
A0ABW1UD32	A0ABW1UD32_9LACO	YitT family protein	ACFQH1_02125	Lactiplantibacillus daoliensis	297	GO:0005886	plasma membrane [GO:0005886]	
A0ABW1UD37	A0ABW1UD37_9LACO	Large ribosomal subunit protein bL27	rpmA ACFQH1_01790	Lactiplantibacillus daoliensis	92	GO:0003735; GO:0006412; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0ABW1UD39	A0ABW1UD39_9LACO	YceD family protein	ACFQH1_01520	Lactiplantibacillus daoliensis	183			
A0ABW1UD40	A0ABW1UD40_9LACO	Class I SAM-dependent RNA methyltransferase	ACFQH1_02240	Lactiplantibacillus daoliensis	382	GO:0003723; GO:0008990; GO:0070043	RNA binding [GO:0003723]; rRNA (guanine-N2-)-methyltransferase activity [GO:0008990]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]	
A0ABW1UD47	A0ABW1UD47_9LACO	DUF5590 domain-containing protein	ACFQH1_02200	Lactiplantibacillus daoliensis	166			
A0ABW1UD48	A0ABW1UD48_9LACO	RpiB/LacA/LacB family sugar-phosphate isomerase (EC 5.3.1.-)	ACFQH1_02060	Lactiplantibacillus daoliensis	212	GO:0005975; GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]; carbohydrate metabolic process [GO:0005975]	
A0ABW1UD49	A0ABW1UD49_9LACO	ABC transporter permease	ACFQH1_01865	Lactiplantibacillus daoliensis	219	GO:0005886; GO:0031460; GO:0055085	plasma membrane [GO:0005886]; glycine betaine transport [GO:0031460]; transmembrane transport [GO:0055085]	
A0ABW1UD54	A0ABW1UD54_9LACO	TrmH family RNA methyltransferase	ACFQH1_01595	Lactiplantibacillus daoliensis	256	GO:0003723; GO:0005737; GO:0006396; GO:0008173	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]	
A0ABW1UD60	A0ABW1UD60_9LACO	IS30 family transposase	ACFQH1_00070	Lactiplantibacillus daoliensis	309	GO:0003676; GO:0004803; GO:0005829; GO:0015074; GO:0032196	cytosol [GO:0005829]; nucleic acid binding [GO:0003676]; transposase activity [GO:0004803]; DNA integration [GO:0015074]; transposition [GO:0032196]	
A0ABW1UD61	A0ABW1UD61_9LACO	Nitroreductase family protein	ACFQH1_02285	Lactiplantibacillus daoliensis	200	GO:0005737; GO:0016491; GO:0034599	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]; cellular response to oxidative stress [GO:0034599]	
A0ABW1UD62	A0ABW1UD62_9LACO	DAK2 domain-containing protein	ACFQH1_01940	Lactiplantibacillus daoliensis	567	GO:0004371; GO:0006071	glycerone kinase activity [GO:0004371]; glycerol metabolic process [GO:0006071]	
A0ABW1UD64	A0ABW1UD64_9LACO	MDR family MFS transporter	ACFQH1_01045	Lactiplantibacillus daoliensis	498	GO:0005886; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	
A0ABW1UD73	A0ABW1UD73_9LACO	Addiction module toxin, PemK-like protein	ACFQH1_02395	Lactiplantibacillus daoliensis	168			
A0ABW1UD75	A0ABW1UD75_9LACO	Membrane protein 6-pyruvoyl-tetrahydropterin synthase-related domain-containing protein	ACFQH1_02360	Lactiplantibacillus daoliensis	570			
A0ABW1UD76	A0ABW1UD76_9LACO	Glycerophosphodiester phosphodiesterase	ACFQH1_01120	Lactiplantibacillus daoliensis	228	GO:0006629; GO:0008081	phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]	
A0ABW1UD77	A0ABW1UD77_9LACO	DUF4365 domain-containing protein	ACFQH1_00155	Lactiplantibacillus daoliensis	238			
A0ABW1UD84	A0ABW1UD84_9LACO	EbsA family protein	ACFQH1_02300	Lactiplantibacillus daoliensis	129			
A0ABW1UD85	A0ABW1UD85_9LACO	GntR family transcriptional regulator	ACFQH1_00230	Lactiplantibacillus daoliensis	120	GO:0003700	DNA-binding transcription factor activity [GO:0003700]	
A0ABW1UD87	A0ABW1UD87_9LACO	YxeA family protein	ACFQH1_02015	Lactiplantibacillus daoliensis	128			
A0ABW1UD88	A0ABW1UD88_9LACO	GNAT family N-acetyltransferase (EC 2.3.1.-)	ACFQH1_01010	Lactiplantibacillus daoliensis	173	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	
A0ABW1UD92	A0ABW1UD92_9LACO	IS3 family transposase	ACFQH1_02575	Lactiplantibacillus daoliensis	298	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	FUNCTION: Involved in the transposition of the insertion sequence. {ECO:0000256|ARBA:ARBA00002286}.
A0ABW1UD99	A0ABW1UD99_9LACO	Integral membrane protein	ACFQH1_02375	Lactiplantibacillus daoliensis	457	GO:0005886; GO:0009103; GO:0016763	plasma membrane [GO:0005886]; pentosyltransferase activity [GO:0016763]; lipopolysaccharide biosynthetic process [GO:0009103]	
A0ABW1UDA0	A0ABW1UDA0_9LACO	HTH-type transcriptional regulator SarZ (Staphylococcal accessory regulator Z)	ACFQH1_01195	Lactiplantibacillus daoliensis	158	GO:0003700; GO:0005737	cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]	
A0ABW1UDA1	A0ABW1UDA1_9LACO	Alpha/beta fold hydrolase	ACFQH1_02100	Lactiplantibacillus daoliensis	265	GO:0016020	membrane [GO:0016020]	
A0ABW1UDA7	A0ABW1UDA7_9LACO	D/L-lactic acid transporter LarD	larD ACFQH1_02620	Lactiplantibacillus daoliensis	237	GO:0005886; GO:0015254	plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]	
A0ABW1UDB0	A0ABW1UDB0_9LACO	Glycosyltransferase family 2 protein	ACFQH1_02655	Lactiplantibacillus daoliensis	301			
A0ABW1UDB1	A0ABW1UDB1_9LACO	DsbA family protein	ACFQH1_02555	Lactiplantibacillus daoliensis	209			
A0ABW1UDB6	A0ABW1UDB6_9LACO	Uncharacterized protein	ACFQH1_00315	Lactiplantibacillus daoliensis	77			
A0ABW1UDB7	A0ABW1UDB7_9LACO	Uncharacterized protein	ACFQH1_01160	Lactiplantibacillus daoliensis	202			
A0ABW1UDC0	A0ABW1UDC0_9LACO	IS30 family transposase	ACFQH1_02700	Lactiplantibacillus daoliensis	188	GO:0003676; GO:0004803; GO:0005829; GO:0015074; GO:0032196	cytosol [GO:0005829]; nucleic acid binding [GO:0003676]; transposase activity [GO:0004803]; DNA integration [GO:0015074]; transposition [GO:0032196]	
A0ABW1UDC1	A0ABW1UDC1_9LACO	Uncharacterized protein	ACFQH1_02635	Lactiplantibacillus daoliensis	198			
A0ABW1UDC2	A0ABW1UDC2_9LACO	Helix-turn-helix domain-containing protein	ACFQH1_02735	Lactiplantibacillus daoliensis	112	GO:0003677	DNA binding [GO:0003677]	
A0ABW1UDC3	A0ABW1UDC3_9LACO	MazG nucleotide pyrophosphohydrolase domain-containing protein	ACFQH1_02260	Lactiplantibacillus daoliensis	108			
A0ABW1UDC4	A0ABW1UDC4_9LACO	UPF0122 protein ACFQH1_01975	ACFQH1_01975	Lactiplantibacillus daoliensis	115			FUNCTION: Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY/ffh. May be a regulatory protein. {ECO:0000256|ARBA:ARBA00024764, ECO:0000256|HAMAP-Rule:MF_00245}.
A0ABW1UDC9	A0ABW1UDC9_9LACO	HIT family protein (EC 2.1.1.-)	ACFQH1_01360	Lactiplantibacillus daoliensis	150	GO:0003824; GO:0009117	catalytic activity [GO:0003824]; nucleotide metabolic process [GO:0009117]	
A0ABW1UDD1	A0ABW1UDD1_9LACO	Ammonium transporter	ACFQH1_00390	Lactiplantibacillus daoliensis	438	GO:0005886; GO:0008519	plasma membrane [GO:0005886]; ammonium channel activity [GO:0008519]	
A0ABW1UDD2	A0ABW1UDD2_9LACO	MATE family efflux transporter	ACFQH1_01245	Lactiplantibacillus daoliensis	463	GO:0005886; GO:0015297; GO:0042910	plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	
A0ABW1UDD5	A0ABW1UDD5_9LACO	Histidine phosphatase family protein	ACFQH1_02335	Lactiplantibacillus daoliensis	196	GO:0005737; GO:0016791	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]	
A0ABW1UDD6	A0ABW1UDD6_9LACO	Site-specific integrase	ACFQH1_02715	Lactiplantibacillus daoliensis	195	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
A0ABW1UDD7	A0ABW1UDD7_9LACO	Addiction module toxin, PemK-like protein	ACFQH1_02845	Lactiplantibacillus daoliensis	168			
A0ABW1UDD8	A0ABW1UDD8_9LACO	ATP-binding cassette domain-containing protein	ACFQH1_02790	Lactiplantibacillus daoliensis	231	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
A0ABW1UDE0	A0ABW1UDE0_9LACO	Response regulator	ACFQH1_02055	Lactiplantibacillus daoliensis	202	GO:0000160; GO:0000976; GO:0006355	transcription cis-regulatory region binding [GO:0000976]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	
A0ABW1UDE6	A0ABW1UDE6_9LACO	Replication initiation and membrane attachment family protein	ACFQH1_01435	Lactiplantibacillus daoliensis	465			
A0ABW1UDF0	A0ABW1UDF0_9LACO	Replication-associated protein RepC	ACFQH1_02415	Lactiplantibacillus daoliensis	118			
A0ABW1UDF1	A0ABW1UDF1_9LACO	Fic family protein	ACFQH1_02815	Lactiplantibacillus daoliensis	290			
A0ABW1UDF3	A0ABW1UDF3_9LACO	LysM peptidoglycan-binding domain-containing protein	ACFQH1_02940	Lactiplantibacillus daoliensis	316			
A0ABW1UDF5	A0ABW1UDF5_9LACO	Ribonucleotide-diphosphate reductase subunit beta	ACFQH1_02895	Lactiplantibacillus daoliensis	308	GO:0009263; GO:0016491	oxidoreductase activity [GO:0016491]; deoxyribonucleotide biosynthetic process [GO:0009263]	
A0ABW1UDG1	A0ABW1UDG1_9LACO	YihY/virulence factor BrkB family protein	ACFQH1_02590	Lactiplantibacillus daoliensis	302	GO:0005886	plasma membrane [GO:0005886]	
A0ABW1UDG2	A0ABW1UDG2_9LACO	Helix-turn-helix domain-containing protein	ACFQH1_00550	Lactiplantibacillus daoliensis	290	GO:0003700; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	
A0ABW1UDG5	A0ABW1UDG5_9LACO	Recombinase family protein	ACFQH1_02920	Lactiplantibacillus daoliensis	184	GO:0000150; GO:0003677	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]	
A0ABW1UDG6	A0ABW1UDG6_9LACO	DnaD domain-containing protein	ACFQH1_02210	Lactiplantibacillus daoliensis	242			
A0ABW1UDG8	A0ABW1UDG8_9LACO	Glycoside hydrolase family 65 protein	ACFQH1_02985	Lactiplantibacillus daoliensis	750	GO:0004553; GO:0005975; GO:0016757; GO:0030246	carbohydrate binding [GO:0030246]; glycosyltransferase activity [GO:0016757]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	
A0ABW1UDG9	A0ABW1UDG9_9LACO	Site-specific integrase	ACFQH1_03030	Lactiplantibacillus daoliensis	195	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
A0ABW1UDH2	A0ABW1UDH2_9LACO	YqeG family HAD IIIA-type phosphatase	ACFQH1_01480	Lactiplantibacillus daoliensis	175	GO:0008962	phosphatidylglycerophosphatase activity [GO:0008962]	
A0ABW1UDH5	A0ABW1UDH5_9LACO	Glycosyltransferase (EC 2.4.-.-)	ACFQH1_02670	Lactiplantibacillus daoliensis	368	GO:0016757	glycosyltransferase activity [GO:0016757]	
A0ABW1UDH6	A0ABW1UDH6_9LACO	Transposase	ACFQH1_03000	Lactiplantibacillus daoliensis	229			
A0ABW1UDH7	A0ABW1UDH7_9LACO	DUF72 domain-containing protein	ACFQH1_00625	Lactiplantibacillus daoliensis	280			
A0ABW1UDI0	A0ABW1UDI0_9LACO	ribonuclease H (EC 3.1.26.4)	ACFQH1_02295	Lactiplantibacillus daoliensis	128	GO:0003676; GO:0004523	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	
A0ABW1UDI2	A0ABW1UDI2_9LACO	IS6 family transposase	ACFQH1_03070	Lactiplantibacillus daoliensis	227			
A0ABW1UDI5	A0ABW1UDI5_9LACO	IS30-like element ISLsa1 family transposase	ACFQH1_02760	Lactiplantibacillus daoliensis	306	GO:0003676; GO:0004803; GO:0005829; GO:0015074; GO:0032196	cytosol [GO:0005829]; nucleic acid binding [GO:0003676]; transposase activity [GO:0004803]; DNA integration [GO:0015074]; transposition [GO:0032196]	
