Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
O31939	YONV_BACSU	SPbeta prophage-derived uncharacterized protein YonV	yonV BSU20980	Bacillus subtilis (strain 168)	410		
O31940	YONU_BACSU	SPbeta prophage-derived uncharacterized protein YonU	yonU BSU20990	Bacillus subtilis (strain 168)	62		
O31943	YONR_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR	yonR BSU21020	Bacillus subtilis (strain 168)	108	GO:0003677	DNA binding [GO:0003677]
O31944	YONP_BACSU	SPbeta prophage-derived uncharacterized protein YonP	yonP BSU21030	Bacillus subtilis (strain 168)	64		
O31947	YONK_BACSU	SPbeta prophage-derived uncharacterized protein YonK	yonK BSU21060	Bacillus subtilis (strain 168)	63		
O31948	YONJ_BACSU	SPbeta prophage-derived uncharacterized protein YonJ	yonJ BSU21070	Bacillus subtilis (strain 168)	405		
O31949	YONI_BACSU	SPbeta prophage-derived uncharacterized protein YonI	yonI BSU21080	Bacillus subtilis (strain 168)	136		
O31950	YONH_BACSU	SPbeta prophage-derived uncharacterized protein YonH	yonH BSU21090	Bacillus subtilis (strain 168)	166		
O31951	YONG_BACSU	SPbeta prophage-derived uncharacterized protein YonG	yonG BSU21100	Bacillus subtilis (strain 168)	306		
O31952	YONF_BACSU	SPbeta prophage-derived uncharacterized protein YonF	yonF BSU21110	Bacillus subtilis (strain 168)	589		
O31953	YONE_BACSU	SPbeta prophage-derived uncharacterized protein YonE	yonE BSU21120	Bacillus subtilis (strain 168)	506		
O31954	YOND_BACSU	SPbeta prophage-derived uncharacterized protein YonD	yonD BSU21130	Bacillus subtilis (strain 168)	478		
O31955	YONC_BACSU	SPbeta prophage-derived uncharacterized protein YonC	yonC BSU21140	Bacillus subtilis (strain 168)	178		
O31956	YONB_BACSU	SPbeta prophage-derived uncharacterized protein YonB	yonB BSU21150	Bacillus subtilis (strain 168)	338		
O31957	YONA_BACSU	SPbeta prophage-derived uncharacterized protein YonA	yonA BSU21160	Bacillus subtilis (strain 168)	156		
O31958	YOMZ_BACSU	SPbeta prophage-derived uncharacterized protein YomZ	yomZ BSU21170	Bacillus subtilis (strain 168)	131		
O31959	YOMY_BACSU	SPbeta prophage-derived uncharacterized protein YomY	yomY BSU21180	Bacillus subtilis (strain 168)	84		
O31960	YOMX_BACSU	SPbeta prophage-derived uncharacterized protein YomX	yomX BSU21190	Bacillus subtilis (strain 168)	216		
O31961	YOMW_BACSU	SPbeta prophage-derived uncharacterized protein YomW	yomW BSU21200	Bacillus subtilis (strain 168)	168		
O31962	YOMV_BACSU	SPbeta prophage-derived uncharacterized protein YomV	yomV BSU21210	Bacillus subtilis (strain 168)	236		
O31963	YOMU_BACSU	SPbeta prophage-derived uncharacterized protein YomU	yomU BSU21220	Bacillus subtilis (strain 168)	265		
O31964	YOMT_BACSU	SPbeta prophage-derived uncharacterized protein YomT	yomT BSU21230	Bacillus subtilis (strain 168)	75		
O31965	YOMS_BACSU	SPbeta prophage-derived uncharacterized protein YomS	yomS BSU21240	Bacillus subtilis (strain 168)	118		
O31966	YOMR_BACSU	SPbeta prophage-derived uncharacterized protein YomR	yomR BSU21250	Bacillus subtilis (strain 168)	405		
O31967	YOMQ_BACSU	SPbeta prophage-derived uncharacterized protein YomQ	yomQ BSU21260	Bacillus subtilis (strain 168)	116		
O31968	YOMP_BACSU	SPbeta prophage-derived uncharacterized protein YomP	yomP BSU21270	Bacillus subtilis (strain 168)	63		
O31969	YOMO_BACSU	SPbeta prophage-derived uncharacterized protein YomO	yomO BSU21280	Bacillus subtilis (strain 168)	166		
O31970	YOMN_BACSU	SPbeta prophage-derived uncharacterized protein YomN	yomN BSU21290	Bacillus subtilis (strain 168)	139		
O31972	YOZP_BACSU	Uncharacterized protein YozP	yozP BSU21310	Bacillus subtilis (strain 168)	109		
O31973	YOML_BACSU	SPbeta prophage-derived uncharacterized protein YomL	yomL BSU21320	Bacillus subtilis (strain 168)	228		
O31974	YOMK_BACSU	SPbeta prophage-derived uncharacterized protein YomK	yomK BSU21330	Bacillus subtilis (strain 168)	148	GO:0005886	plasma membrane [GO:0005886]
O31975	YOMJ_BACSU	SPbeta prophage-derived uncharacterized membrane protein YomJ	yomJ BSU21340	Bacillus subtilis (strain 168)	227	GO:0005886	plasma membrane [GO:0005886]
O31977	YOMH_BACSU	SPbeta prophage-derived uncharacterized protein YomH	yomH BSU21360	Bacillus subtilis (strain 168)	252		
O31978	YOMG_BACSU	SPbeta prophage-derived uncharacterized protein YomG	yomG BSU21370	Bacillus subtilis (strain 168)	875		
O31979	YOMF_BACSU	SPbeta prophage-derived uncharacterized protein YomF	yomF BSU21380	Bacillus subtilis (strain 168)	273		
O31980	YOME_BACSU	SPbeta prophage-derived uncharacterized protein YomE	yomE BSU21390	Bacillus subtilis (strain 168)	644		
O31981	YOMD_BACSU	SPbeta prophage-derived uncharacterized protein YomD	yomD BSU21400	Bacillus subtilis (strain 168)	274		
O31991	YOLD_BACSU	SPbeta prophage-derived uncharacterized protein YolD	yolD BSU21510	Bacillus subtilis (strain 168)	110		
O31992	YOLC_BACSU	SPbeta prophage-derived uncharacterized protein YolC	yolC BSU21520	Bacillus subtilis (strain 168)	111		
O31993	YOLB_BACSU	SPbeta prophage-derived uncharacterized protein YolB	yolB BSU21530	Bacillus subtilis (strain 168)	118		
O31994	YOLA_BACSU	SPbeta prophage-derived uncharacterized protein YolA	yolA BSU21540	Bacillus subtilis (strain 168)	155		
O31996	YOKK_BACSU	SPbeta prophage-derived uncharacterized protein YokK	yokK BSU21560	Bacillus subtilis (strain 168)	192		
O31999	YOKH_BACSU	SPbeta prophage-derived uncharacterized protein YokH	yokH BSU21590	Bacillus subtilis (strain 168)	185		
O32000	YOKG_BACSU	SPbeta prophage-derived pesticidal crystal protein-like YokG	yokG BSU21600	Bacillus subtilis (strain 168)	357		
O32002	YOKE_BACSU	SPbeta prophage-derived uncharacterized protein YokE	yokE BSU21620	Bacillus subtilis (strain 168)	160		
O32004	YOKC_BACSU	SPbeta prophage-derived uncharacterized protein YokC	yokC BSU21640	Bacillus subtilis (strain 168)	171		
O32007	YPZA_BACSU	Uncharacterized protein YpzA	ypzA BSU21950	Bacillus subtilis (strain 168)	89		
O32012	YPZC_BACSU	Uncharacterized protein YpzC	ypzC BSU23320	Bacillus subtilis (strain 168)	78		
O32013	YPZD_BACSU	Spore germination protein-like protein YpzD	ypzD BSU23350	Bacillus subtilis (strain 168)	70		
O32014	YQZH_BACSU	Uncharacterized protein YqzH	yqzH BSU23720	Bacillus subtilis (strain 168)	68		
O32015	YQZF_BACSU	Uncharacterized protein YqzF	yqzF BSU24110	Bacillus subtilis (strain 168)	78	GO:0005886	plasma membrane [GO:0005886]
O32019	YQZG_BACSU	Uncharacterized protein YqzG	yqzG BSU24650	Bacillus subtilis (strain 168)	108		
O32022	YQZD_BACSU	Uncharacterized protein YqzD	yqzD BSU24930	Bacillus subtilis (strain 168)	117	GO:0005886	plasma membrane [GO:0005886]
O32023	YQZC_BACSU	Uncharacterized protein YqzC	yqzC BSU24940	Bacillus subtilis (strain 168)	154		
O32026	YQZI_BACSU	Uncharacterized protein YqzI	yqzI BSU25850	Bacillus subtilis (strain 168)	52		
O32027	YRZI_BACSU	Uncharacterized protein YrzI	yrzI BSU27190	Bacillus subtilis (strain 168)	49		
O32030	YRZA_BACSU	Uncharacterized protein YrzA	yrzA BSU27290	Bacillus subtilis (strain 168)	67		
O32040	YRZK_BACSU	Uncharacterized protein YrzK	yrzK BSU27570	Bacillus subtilis (strain 168)	56		
O32046	YRVC_BACSU	Uncharacterized protein YrvC	yrvC BSU27640	Bacillus subtilis (strain 168)	165	GO:0005886; GO:0006813; GO:0008324	plasma membrane [GO:0005886]; monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]
O32050	YRBG_BACSU	UPF0702 transmembrane protein YrbG	yrbG BSU27680	Bacillus subtilis (strain 168)	218	GO:0005886	plasma membrane [GO:0005886]
O32051	YRZE_BACSU	Uncharacterized membrane protein YrzE	yrzE BSU27690	Bacillus subtilis (strain 168)	150	GO:0005886	plasma membrane [GO:0005886]
O32059	YRZH_BACSU	Uncharacterized protein YrzH	yrzH BSU27800	Bacillus subtilis (strain 168)	43		
O32064	YTZA_BACSU	UPF0716 protein YtzA	ytzA BSU29170	Bacillus subtilis (strain 168)	127	GO:0005886	plasma membrane [GO:0005886]
O32065	YTZB_BACSU	Uncharacterized protein YtzB	ytzB BSU29870	Bacillus subtilis (strain 168)	105		
O32066	YTZH_BACSU	Uncharacterized protein YtzH	ytzH BSU29910	Bacillus subtilis (strain 168)	92		
O32072	YTWF_BACSU	Putative sulfurtransferase YtwF (EC 2.8.1.-)	ytwF BSU30310	Bacillus subtilis (strain 168)	103		
O32073	YTZC_BACSU	Uncharacterized protein YtzC	ytzC BSU30470	Bacillus subtilis (strain 168)	90		
O32078	YUAE_BACSU	Uncharacterized protein YuaE	yuaE BSU31030	Bacillus subtilis (strain 168)	162		
O32082	YUBF_BACSU	Uncharacterized membrane protein YubF	yubF BSU31110	Bacillus subtilis (strain 168)	87	GO:0005886; GO:0006974	plasma membrane [GO:0005886]; DNA damage response [GO:0006974]
O32087	YUZA_BACSU	Uncharacterized membrane protein YuzA	yuzA BSU31380	Bacillus subtilis (strain 168)	78	GO:0005886	plasma membrane [GO:0005886]
O32089	YUZC_BACSU	Uncharacterized protein YuzC	yuzC BSU31730	Bacillus subtilis (strain 168)	122		
O32092	YUEI_BACSU	Uncharacterized protein YueI	yueI BSU31770	Bacillus subtilis (strain 168)	132		
O32093	YUEH_BACSU	Uncharacterized protein YueH	yueH BSU31780	Bacillus subtilis (strain 168)	82		
O32094	YUEG_BACSU	Spore germination protein-like protein YueG	yueG BSU31790	Bacillus subtilis (strain 168)	73		
O32096	YUZE_BACSU	Uncharacterized protein YuzE	yuzE BSU31810	Bacillus subtilis (strain 168)	129		
O32097	YUZF_BACSU	Uncharacterized protein YuzF	yuzF BSU31820	Bacillus subtilis (strain 168)	78		
O32098	YUEE_BACSU	Putative phosphohydrolase YueE (EC 3.-.-.-)	yueE BSU31830	Bacillus subtilis (strain 168)	176		
O32105	YUIF_BACSU	Putative amino acid transporter YuiF	yuiF BSU32040	Bacillus subtilis (strain 168)	442	GO:0005886	plasma membrane [GO:0005886]
O32107	YUID_BACSU	Uncharacterized membrane protein YuiD	yuiD BSU32060	Bacillus subtilis (strain 168)	158	GO:0005886	plasma membrane [GO:0005886]
O32109	YUIB_BACSU	Uncharacterized membrane protein YuiB	yuiB BSU32080	Bacillus subtilis (strain 168)	106	GO:0005886	plasma membrane [GO:0005886]
O32110	YUIA_BACSU	Uncharacterized protein YuiA	yuiA yumA BSU32090	Bacillus subtilis (strain 168)	47		
O32111	YUZG_BACSU	Uncharacterized protein YuzG	yuzG BSU32120	Bacillus subtilis (strain 168)	46	GO:0016020	membrane [GO:0016020]
O32116	YUZB_BACSU	UPF0349 protein YuzB	yuzB BSU32190	Bacillus subtilis (strain 168)	78		
O32117	YUTJ_BACSU	NADH dehydrogenase-like protein YutJ (EC 1.6.-.-)	yutJ BSU32200	Bacillus subtilis (strain 168)	355	GO:0016491	oxidoreductase activity [GO:0016491]
O32118	YUZD_BACSU	Putative disulfide oxidoreductase YuzD	yuzD BSU32210	Bacillus subtilis (strain 168)	108		
O32124	YUTG_BACSU	Uncharacterized protein YutG	yutG BSU32280	Bacillus subtilis (strain 168)	166	GO:0006629; GO:0008962	phosphatidylglycerophosphatase activity [GO:0008962]; lipid metabolic process [GO:0006629]
O32132	YUNC_BACSU	Uncharacterized protein YunC	yunC BSU32360	Bacillus subtilis (strain 168)	101		
O32134	YUNE_BACSU	Probable membrane transporter protein YunE	yunE BSU32380	Bacillus subtilis (strain 168)	273	GO:0005886	plasma membrane [GO:0005886]
O32135	YUNF_BACSU	UPF0759 protein YunF	yunF BSU32390	Bacillus subtilis (strain 168)	282		
O32136	YUNG_BACSU	Uncharacterized protein YunG	yunG BSU32400	Bacillus subtilis (strain 168)	115		
O32158	YURQ_BACSU	Uncharacterized protein YurQ	yurQ BSU32620	Bacillus subtilis (strain 168)	124	GO:0006289	nucleotide-excision repair [GO:0006289]
O32160	YURS_BACSU	Uncharacterized protein YurS	yurS BSU32650	Bacillus subtilis (strain 168)	91		
O32166	YURZ_BACSU	Uncharacterized protein YurZ	yurZ BSU32720	Bacillus subtilis (strain 168)	125	GO:0016491	oxidoreductase activity [GO:0016491]
O32170	YUSD_BACSU	SCP2 domain-containing protein YusD	yusD BSU32760	Bacillus subtilis (strain 168)	114		
O32172	YUSF_BACSU	Uncharacterized protein YusF	yusF BSU32780	Bacillus subtilis (strain 168)	146	GO:0006364; GO:0043822	ribonuclease M5 activity [GO:0043822]; rRNA processing [GO:0006364]
O32173	YUSG_BACSU	Uncharacterized protein YusG	yusG BSU32790	Bacillus subtilis (strain 168)	78		
O32175	YUSI_BACSU	Uncharacterized protein YusI	yusI BSU32810	Bacillus subtilis (strain 168)	118		
O32180	YUSN_BACSU	Uncharacterized protein YusN	yusN BSU32860	Bacillus subtilis (strain 168)	110		
O32184	YUSR_BACSU	Short-chain dehydrogenase/reductase homolog YusR	yusR BSU32900	Bacillus subtilis (strain 168)	129	GO:0030497	fatty acid elongation [GO:0030497]
O32185	YUSS_BACSU	Short-chain dehydrogenase/reductase homolog YusS	yusS BSU32910	Bacillus subtilis (strain 168)	109		
O32187	YUSU_BACSU	Uncharacterized protein YusU	yusU BSU32930	Bacillus subtilis (strain 168)	95		
O32189	YUSW_BACSU	Uncharacterized protein YusW	yusW BSU32950	Bacillus subtilis (strain 168)	145		
O32205	YVSG_BACSU	Uncharacterized protein YvsG	yvsG BSU33350	Bacillus subtilis (strain 168)	160	GO:0005886	plasma membrane [GO:0005886]
O32207	YVGK_BACSU	Uncharacterized protein YvgK	yvgK yvsE BSU33370	Bacillus subtilis (strain 168)	308	GO:0003677	DNA binding [GO:0003677]
O32211	YVGO_BACSU	Stress response protein YvgO	yvgO BSU33410	Bacillus subtilis (strain 168)	161		
O32216	YVGT_BACSU	UPF0126 membrane protein YvgT	yvgT BSU33460	Bacillus subtilis (strain 168)	202	GO:0005886	plasma membrane [GO:0005886]
O32225	YVAC_BACSU	Uncharacterized membrane protein YvaC	yvaC BSU33550	Bacillus subtilis (strain 168)	631	GO:0005886	plasma membrane [GO:0005886]
O32226	YVAD_BACSU	Uncharacterized protein YvaD	yvaD BSU33560	Bacillus subtilis (strain 168)	133	GO:0005886	plasma membrane [GO:0005886]
O32244	YVBG_BACSU	UPF0056 membrane protein YvbG	yvbG BSU33850	Bacillus subtilis (strain 168)	211	GO:0005886	plasma membrane [GO:0005886]
O32245	YVBH_BACSU	Uncharacterized protein YvbH	yvbH BSU33860	Bacillus subtilis (strain 168)	204		
O32246	YVBI_BACSU	Uncharacterized protein YvbI	yvbI BSU33870	Bacillus subtilis (strain 168)	232	GO:0005886	plasma membrane [GO:0005886]
O32247	YVBJ_BACSU	Uncharacterized membrane protein YvbJ	yvbJ BSU33880	Bacillus subtilis (strain 168)	605	GO:0005886	plasma membrane [GO:0005886]
O32254	YVBT_BACSU	Uncharacterized protein YvbT	yvbT BSU33980	Bacillus subtilis (strain 168)	336	GO:0005829; GO:0016705	cytosol [GO:0005829]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
O32263	YVDC_BACSU	Uncharacterized protein YvdC	yvdC BSU34650	Bacillus subtilis (strain 168)	106		
O32265	YVZA_BACSU	Uncharacterized protein YvzA	yvzA BSU34830	Bacillus subtilis (strain 168)	119		
O32276	USD_BACSU	Protein usd	usd BSU36430	Bacillus subtilis (strain 168)	36		
O32278	YWZB_BACSU	Uncharacterized membrane protein YwzB	ywzB BSU36780	Bacillus subtilis (strain 168)	76	GO:0005886	plasma membrane [GO:0005886]
O32280	YWZC_BACSU	UPF0741 protein YwzC	ywzC BSU37610	Bacillus subtilis (strain 168)	74		
O32282	YWZA_BACSU	UPF0410 protein YwzA	ywzA BSU38180	Bacillus subtilis (strain 168)	81	GO:0005886	plasma membrane [GO:0005886]
O32283	YXZF_BACSU	Uncharacterized protein YxzF	yxzF BSU38610	Bacillus subtilis (strain 168)	52		
O32284	YXZE_BACSU	Uncharacterized protein YxzE	yxzE BSU38790	Bacillus subtilis (strain 168)	66		
O32285	YXZG_BACSU	Uncharacterized protein YxzG	yxzG BSU39170	Bacillus subtilis (strain 168)	150		
O32286	YXZC_BACSU	Uncharacterized protein YxzC	yxzC BSU39200	Bacillus subtilis (strain 168)	122		
O32296	YYZB_BACSU	Uncharacterized protein YyzB	yyzB BSU40460	Bacillus subtilis (strain 168)	67		
O34305	YTOQ_BACSU	Uncharacterized protein YtoQ	ytoQ BSU29850	Bacillus subtilis (strain 168)	148		
O34306	YFLH_BACSU	Uncharacterized protein YflH	yflH BSU07680	Bacillus subtilis (strain 168)	104		
O34318	YLOU_BACSU	Uncharacterized protein YloU	yloU BSU15830	Bacillus subtilis (strain 168)	120		
O34322	YVLA_BACSU	Uncharacterized protein YvlA	yvlA BSU35130	Bacillus subtilis (strain 168)	108	GO:0005886	plasma membrane [GO:0005886]
O34326	YOQK_BACSU	SPbeta prophage-derived uncharacterized protein YoqK	yoqK BSU20600	Bacillus subtilis (strain 168)	67		
O34329	CTAG_BACSU	Protein CtaG	ctaG BSU14930	Bacillus subtilis (strain 168)	297	GO:0005886	plasma membrane [GO:0005886]
O34339	YOQI_BACSU	SPbeta prophage-derived uncharacterized protein YoqI	yoqI BSU20620	Bacillus subtilis (strain 168)	64		
O34343	YOAK_BACSU	UPF0700 transmembrane protein YoaK	yoaK BSU18640	Bacillus subtilis (strain 168)	225	GO:0005886	plasma membrane [GO:0005886]
O34345	YFLJ_BACSU	Uncharacterized protein YflJ	yflJ BSU07660	Bacillus subtilis (strain 168)	45		
O34352	YEEC_BACSU	Uncharacterized protein YeeC	yeeC BSU06780	Bacillus subtilis (strain 168)	382		
O34353	YDJN_BACSU	Uncharacterized protein YdjN	ydjN BSU06260	Bacillus subtilis (strain 168)	348		
O34355	YTCJ_BACSU	Putative amidohydrolase YtcJ (EC 3.5.-.-)	ytcJ BSU29550	Bacillus subtilis (strain 168)	529	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
O34356	YNZE_BACSU	Uncharacterized protein YnzE	ynzE BSU18270	Bacillus subtilis (strain 168)	101	GO:0005886	plasma membrane [GO:0005886]
O34357	YTPP_BACSU	Thioredoxin-like protein YtpP	ytpP BSU29840	Bacillus subtilis (strain 168)	107		
O34359	YOQJ_BACSU	Uncharacterized SPbeta prophage-derived protein YoqJ	yoqJ BSU20610	Bacillus subtilis (strain 168)	171		
O34365	YTMB_BACSU	Uncharacterized protein YtmB	ytmB BSU30570	Bacillus subtilis (strain 168)	80		
O34377	YOBM_BACSU	Uncharacterized protein YobM	yobM BSU19010	Bacillus subtilis (strain 168)	185		
O34378	YTEU_BACSU	Uncharacterized protein YteU	yteU BSU30090	Bacillus subtilis (strain 168)	222	GO:0005886	plasma membrane [GO:0005886]
O34380	YBCI_BACSU	Uncharacterized protein YbcI	ybcI BSU01880	Bacillus subtilis (strain 168)	124		
O34382	YVOD_BACSU	Uncharacterized membrane protein YvoD	yvoD BSU34980	Bacillus subtilis (strain 168)	312	GO:0005886	plasma membrane [GO:0005886]
O34384	YCEE_BACSU	Uncharacterized protein YceE	yceE BSU02910	Bacillus subtilis (strain 168)	192		
O34394	YJJA_BACSU	Uncharacterized protein YjjA	yjjA BSU12230	Bacillus subtilis (strain 168)	270	GO:0004852; GO:0006780	uroporphyrinogen-III synthase activity [GO:0004852]; uroporphyrinogen III biosynthetic process [GO:0006780]
O34401	YOPX_BACSU	SPbeta prophage-derived uncharacterized protein YopX	yopX BSU20730	Bacillus subtilis (strain 168)	134		
O34402	YRRD_BACSU	Uncharacterized protein YrrD	yrrD BSU27470	Bacillus subtilis (strain 168)	174		
O34405	YKZD_BACSU	Uncharacterized protein YkzD	ykzD BSU13290	Bacillus subtilis (strain 168)	45		
O34407	YOTD_BACSU	SPbeta prophage-derived uncharacterized protein YotD	yotD yokD BSU19920	Bacillus subtilis (strain 168)	43		
O34413	YTCC_BACSU	Putative glycosyltransferase YtcC (EC 2.4.-.-)	ytcC BSU30880	Bacillus subtilis (strain 168)	407	GO:0016757	glycosyltransferase activity [GO:0016757]
O34418	YFKI_BACSU	Uncharacterized protein YfkI	yfkI BSU07890	Bacillus subtilis (strain 168)	106		
O34423	YJQC_BACSU	Uncharacterized protein YjqC	yjqC BSU12490	Bacillus subtilis (strain 168)	278		
O34424	YTEJ_BACSU	Uncharacterized membrane protein YteJ	yteJ BSU29520	Bacillus subtilis (strain 168)	164	GO:0005886	plasma membrane [GO:0005886]
O34428	YJLA_BACSU	Uncharacterized protein YjlA	yjlA BSU12260	Bacillus subtilis (strain 168)	324	GO:0005886	plasma membrane [GO:0005886]
O34429	YOQE_BACSU	SPbeta prophage-derived uncharacterized protein YoqE	yoqE BSU20660	Bacillus subtilis (strain 168)	54		
O34430	YTNM_BACSU	Probable membrane transporter protein YtnM	ytnM BSU29280	Bacillus subtilis (strain 168)	300	GO:0005886	plasma membrane [GO:0005886]
O34433	YOBO_BACSU	Putative phage-related protein YobO	yobO BSU19030	Bacillus subtilis (strain 168)	806		
O34437	YFKH_BACSU	Putative ribonuclease-like protein YfkH	yfkH BSU07900	Bacillus subtilis (strain 168)	275	GO:0005886	plasma membrane [GO:0005886]
O34438	YJFB_BACSU	Uncharacterized protein YjfB	yjfB BSU12120	Bacillus subtilis (strain 168)	55		
O34439	YFLP_BACSU	UPF0065 protein YflP	yflP BSU07600	Bacillus subtilis (strain 168)	319		
O34445	YLBN_BACSU	Uncharacterized protein YlbN	ylbN BSU15070	Bacillus subtilis (strain 168)	172		
O34446	YJPA_BACSU	Uncharacterized protein YjpA	yjpA BSU12450	Bacillus subtilis (strain 168)	85		
O34448	YOPQ_BACSU	SPbeta prophage-derived uncharacterized protein YopQ	yopQ BSU20800	Bacillus subtilis (strain 168)	460		
O34449	YOQD_BACSU	SPbeta prophage-derived putative antirepressor protein YoqD	yoqD BSU20670	Bacillus subtilis (strain 168)	251	GO:0003677	DNA binding [GO:0003677]
O34458	YJFC_BACSU	Uncharacterized protein YjfC	yjfC BSU12130	Bacillus subtilis (strain 168)	299		
